,Unnamed: 0,latitude,longitude,neighborhood,seller_id,seller_city,seller_state,real_estate_agency,seller_cancelations,seller_claims,seller_handling_time,seller_sales,currency_id,item_condition,has_air_conditioning,bedrooms,covered_area,full_bathrooms,rooms,total_area,operation,property_type,food_and_drinks_stores,spa,transport_facilities,parking,school_universities,airports,hospitals,retail_stores,laundry,gym,pet_services,car_services,culture_and_entertainment,house_services,public_forces,banks_atms,green_spaces,funerary_services,dist_to_popular_neighborhood,Cocheras,Cantidad de pisos,Disposición,Antigüedad,img_count,description,real_neighborhood,Antigüedad_discretizada,has_pool,has_terrace,has_jacuzzi,has_washer,has_gym,has_cochera,has_amenities,has_elevator,has_parquet_floor,has_security,has_service_dependency,is_luminous,is_recycled,needs_recycling,has_underfloor_heating,was_revaluated,allows_pets,tipo_inmueble,comuna_caba,avg_crime,close_places,expensas_discretizadas,price,pred_price
1882,18302,-34.60671,-58.406998,2,36855890.0,389,1,True,0.0,0.0,0.0,0.0,0,1,False,3.0,77.0,1.0,4.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21754,0.0,7.0,0,50.0,22.0,16192,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,3,14073.666666666666,2,1,104000.0,117956.34601443006
1883,47695,-34.623222,-58.439274,12,59848845.0,79,1,True,0.0,0.0,0.0,0.0,0,1,True,1.0,70.0,1.0,3.0,70.0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9461,1.0,9.0,1,40.0,13.0,23719,7,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,1,6,7021.333333333333,7,2,188000.0,119140.7250003607
1884,12777,-34.600277,-58.379723,46,326421577.0,361,1,True,0.0,0.0,0.0,0.0,0,1,False,4.0,187.0,3.0,6.0,187.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887,0.0,9.0,2,61.0,30.0,7047,31,3,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1,24616.0,3,0,299000.0,116490.55780351588
1885,23954,-34.62396,-58.38852,17,320016572.0,22,1,True,0.0,0.0,0.0,0.0,0,1,True,3.0,100.0,2.0,5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,12594,1.0,5.0,1,60.0,14.0,19421,11,3,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,1,1,24616.0,6,1,185000.0,125190.29892171726
1886,40739,-34.616997,-58.424362,1,730133418.0,352,1,True,0.0,0.0,0.0,0.0,0,1,False,1.0,36.48,1.0,2.0,39.24,0,0,0,0,0,1,4,0,0,0,0,1,1,1,0,0,0,0,0,0,18501,0.0,9.0,1,26.0,12.0,15035,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,5,8856.0,8,2,79900.0,89695.79464953094
1887,5991,-34.61889,-58.37717,47,494697984.0,274,0,True,0.0,0.0,0.0,0.0,0,1,True,1.0,76.0,1.0,2.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16679,0.0,6.0,0,61.0,9.0,18744,32,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,24616.0,0,1,130000.0,103457.079108225
1888,6039,-34.627796,-58.37532,47,350877259.0,22,1,True,1.0,0.0,0.0,0.0,0,1,False,2.0,61.0,1.0,3.0,61.0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,3,0,0,9874,0.0,6.0,3,26.0,14.0,5025,3,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,4,15810.666666666666,8,1,110000.0,110546.1961024529
1889,56628,-34.563995,-58.43898,5,61438729.0,26,1,True,0.0,0.0,0.0,0.0,0,1,False,2.0,64.0,1.0,3.0,70.0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,22696,1.0,1.0,0,45.0,12.0,30227,20,1,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,1,14,12654.333333333334,7,2,170000.0,120868.8592460317
1890,25828,-34.59214,-58.50398,58,53770617.0,381,1,True,0.0,0.0,0.0,0.0,0,0,False,2.0,70.0,2.0,3.0,96.0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,32777,0.0,3.0,1,0.0,10.0,13963,42,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,12,8322.666666666666,8,3,200000.0,126667.63812445883
1891,47026,-34.613194,-58.433052,12,201195982.0,256,1,True,0.0,0.0,0.0,0.0,0,0,False,2.0,72.0,2.0,3.0,82.0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22285,1.0,7.0,0,0.0,21.0,29613,7,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1,6,7021.333333333333,6,3,240000.0,123979.17336961649
